# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	Uz_initial              	Uz_final                	Uz_iters                	U_converged             	h_solver                	h_initial               	h_final                 	h_iters                 	h_converged             	nuTilda_solver          	nuTilda_initial         	nuTilda_final           	nuTilda_iters           	nuTilda_converged       	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
525                     	DILUPBiCGStab	8.5170784733408149e-08	4.9013146724567473e-09	1	2.2270174775657920e-05	4.9012326933449380e-08	1	4.4820245058617238e-06	1.1201735726907960e-08	1	false	DILUPBiCGStab	8.0654733338326980e-07	1.6991287012495061e-09	1	true	DILUPBiCGStab	6.1639951869811580e-06	5.5421342214332562e-09	1	true	GAMG	2.7815891209836879e-05	2.4421611745744649e-07	9	true
526                     	DILUPBiCGStab	8.4749207578599534e-08	4.8820002446338920e-09	1	2.1960598326920629e-05	4.8527555331047617e-08	1	4.4249129700408279e-06	1.1124066684618279e-08	1	false	DILUPBiCGStab	7.9900771793962290e-07	1.6858282194574879e-09	1	true	DILUPBiCGStab	6.1170538180022711e-06	5.4851091483115763e-09	1	true	GAMG	2.7616892406134641e-05	2.4035051528464301e-07	9	true
527                     	DILUPBiCGStab	8.4378168678990045e-08	4.8649143018945158e-09	1	2.1657097513996450e-05	4.8045028722706821e-08	1	4.3733095395550743e-06	1.1064783571225180e-08	1	false	DILUPBiCGStab	7.9156261677211033e-07	1.6727599601102710e-09	1	true	DILUPBiCGStab	6.0504852062692140e-06	5.4242555265058727e-09	1	true	GAMG	2.7588910407154260e-05	2.4198456047641641e-07	9	true
528                     	DILUPBiCGStab	8.3712204458474729e-08	4.8369826873534110e-09	1	2.1358576102114799e-05	4.7571332544007668e-08	1	4.3102301920240787e-06	1.0989182586237510e-08	1	false	DILUPBiCGStab	7.8415876064960741e-07	1.6597763801425989e-09	1	true	DILUPBiCGStab	5.9755579245712986e-06	5.3584733781681231e-09	1	true	GAMG	2.7343582303455982e-05	2.3956365494804499e-07	9	true
529                     	DILUPBiCGStab	8.2930303733228647e-08	4.8037974150533607e-09	1	2.1065621290284450e-05	4.7113610969039251e-08	1	4.2472018578005114e-06	1.0924078753268080e-08	1	false	DILUPBiCGStab	7.7684026050659373e-07	1.6469525011774401e-09	1	true	DILUPBiCGStab	5.8972496935054523e-06	5.2973834366468978e-09	1	true	GAMG	2.7391867221709320e-05	2.4191694571356419e-07	9	true
530                     	DILUPBiCGStab	8.2531999769097814e-08	4.7870570582786677e-09	1	2.0778392410715070e-05	4.6666617798792062e-08	1	4.1954866566154759e-06	1.0878014164862470e-08	1	false	DILUPBiCGStab	7.6958318228209595e-07	1.6342130988001390e-09	1	true	DILUPBiCGStab	5.8539728008913690e-06	5.2400688696372542e-09	1	true	GAMG	2.7189305720473710e-05	2.3859161294781350e-07	9	true
531                     	DILUPBiCGStab	8.2199512831007029e-08	4.7723494242952543e-09	1	2.0497405714175140e-05	4.6222421370874098e-08	1	4.1490506600940206e-06	1.0850765065503621e-08	1	false	DILUPBiCGStab	7.6241283194786794e-07	1.6216446718039731e-09	1	true	DILUPBiCGStab	5.7892986728742617e-06	5.1791669110168776e-09	1	true	GAMG	2.7174972608292591e-05	2.3906730925217062e-07	9	true
532                     	DILUPBiCGStab	8.1545030139207161e-08	4.7455248405502224e-09	1	2.0221659375194360e-05	4.5779112755828422e-08	1	4.0910861308721407e-06	1.0806897323315961e-08	1	false	DILUPBiCGStab	7.5527537842046624e-07	1.6090907455876940e-09	1	true	DILUPBiCGStab	5.7154837961934884e-06	5.1123159659868456e-09	1	true	GAMG	2.6885220389996909e-05	2.3712549701703130e-07	9	true
533                     	DILUPBiCGStab	8.0770909730439858e-08	4.7133806765066250e-09	1	1.9951415744965461e-05	4.5323419970706143e-08	1	4.0330356101977961e-06	1.0771586600309740e-08	1	false	DILUPBiCGStab	7.4821365869692016e-07	1.5966466587113890e-09	1	true	DILUPBiCGStab	5.6392692063452971e-06	5.0500666500390647e-09	1	true	GAMG	2.6956053695539948e-05	2.3937177923520771e-07	9	true
534                     	DILUPBiCGStab	8.0413374631859064e-08	4.6978602230288987e-09	1	1.9688009598700390e-05	4.4878085190951518e-08	1	3.9861984939398783e-06	1.0754366380118640e-08	1	false	DILUPBiCGStab	7.4121501896156625e-07	1.5842174900477220e-09	1	true	DILUPBiCGStab	5.5996443421761776e-06	4.9937186866496767e-09	1	true	GAMG	2.6804575943165829e-05	2.3669938341053080e-07	9	true
535                     	DILUPBiCGStab	8.0120382631005851e-08	4.6845952799077419e-09	1	1.9431037683365238e-05	4.4452413900072763e-08	1	3.9445720457290171e-06	1.0753423350603100e-08	1	false	DILUPBiCGStab	7.3429226677162881e-07	1.5718657676983040e-09	1	true	DILUPBiCGStab	5.5373212855113482e-06	4.9334436202335386e-09	1	true	GAMG	2.6821069823987751e-05	2.3920538865833670e-07	9	true
536                     	DILUPBiCGStab	7.9498204225910715e-08	4.6583195993835796e-09	1	1.9178538552647771e-05	4.4036188819787118e-08	1	3.8916186264734141e-06	1.0733970839901260e-08	1	false	DILUPBiCGStab	7.2739175692333142e-07	1.5595314132115969e-09	1	true	DILUPBiCGStab	5.4652174722711527e-06	4.8683460355187306e-09	1	true	GAMG	2.6534799005388349e-05	2.3632660047506341e-07	9	true
537                     	DILUPBiCGStab	7.8766807949369927e-08	4.6275435579807620e-09	1	1.8930888164396900e-05	4.3905606676695313e-08	1	3.8384814437033646e-06	1.0722130047560329e-08	1	false	DILUPBiCGStab	7.2056245968308031e-07	1.5472749892491480e-09	1	true	DILUPBiCGStab	5.3920573322296648e-06	4.8089674811784041e-09	1	true	GAMG	2.6562564819003452e-05	2.3834632863102100e-07	9	true
538                     	DILUPBiCGStab	7.8444044237670296e-08	4.6130938429878227e-09	1	1.8689472819714310e-05	4.3926732008322417e-08	1	3.7961693275488629e-06	1.0728779245170370e-08	1	false	DILUPBiCGStab	7.1379343075049516e-07	1.5349920300234740e-09	1	true	DILUPBiCGStab	5.3539673029566942e-06	4.7536248115719278e-09	1	true	GAMG	2.6373492590635819e-05	2.3296891143852049e-07	9	true
539                     	DILUPBiCGStab	7.8180823127252906e-08	4.6003113439099024e-09	1	1.8454160717949301e-05	4.4035086392135489e-08	1	3.7589895332018619e-06	1.0751275752642209e-08	1	false	DILUPBiCGStab	7.0709836682035001e-07	1.5228028576017739e-09	1	true	DILUPBiCGStab	5.2933992473841230e-06	4.6959212758112181e-09	1	true	GAMG	2.6398398936602879e-05	2.3745554910630791e-07	9	true
540                     	DILUPBiCGStab	7.7589470625218118e-08	4.5749184084488477e-09	1	1.8224502194526331e-05	4.4219673192901867e-08	1	3.7107657556991580e-06	1.0756227259950580e-08	1	false	DILUPBiCGStab	7.0042196218449642e-07	1.5105920850083030e-09	1	true	DILUPBiCGStab	5.2239791448771289e-06	4.6342238703551833e-09	1	true	GAMG	2.6136811153868190e-05	2.3303364243255799e-07	9	true
541                     	DILUPBiCGStab	7.6882738603185241e-08	4.5442970426596691e-09	1	1.8000455419529989e-05	4.4456677336710557e-08	1	3.6620536865751180e-06	1.0768008596844000e-08	1	false	DILUPBiCGStab	6.9381951571679770e-07	1.4984414274019940e-09	1	true	DILUPBiCGStab	5.1521117503405206e-06	4.5770251978228250e-09	1	true	GAMG	2.6189882505419121e-05	2.3468980766697659e-07	9	true
542                     	DILUPBiCGStab	7.6576545207712915e-08	4.5295882209303199e-09	1	1.7783256884954459e-05	4.4782997693467919e-08	1	3.6238345916237891e-06	1.0800448284081309e-08	1	false	DILUPBiCGStab	6.8727155649996672e-07	1.4863161183578630e-09	1	true	DILUPBiCGStab	5.1161722620915691e-06	4.5246340108141432e-09	1	true	GAMG	2.6006700188319510e-05	2.3087152143609490e-07	9	true
543                     	DILUPBiCGStab	7.6348878508176423e-08	4.5166868525925390e-09	1	1.7572766191809821e-05	4.5187002031168622e-08	1	3.5907256358217030e-06	1.0849537188878930e-08	1	false	DILUPBiCGStab	6.8079962128115640e-07	1.4742707224243860e-09	1	true	DILUPBiCGStab	5.0589256120828781e-06	4.4668591877913793e-09	1	true	GAMG	2.6099428433623711e-05	2.3600379265012070e-07	9	true
544                     	DILUPBiCGStab	7.5789328392206076e-08	4.4915581672288218e-09	1	1.7367401454933419e-05	4.5657042950383193e-08	1	3.5467581889989750e-06	1.0879844830219899e-08	1	false	DILUPBiCGStab	6.7434609120588836e-07	1.4621517983274169e-09	1	true	DILUPBiCGStab	4.9913823031136744e-06	4.4035467019084864e-09	1	true	GAMG	2.5838204059130229e-05	2.3055030721176190e-07	9	true
545                     	DILUPBiCGStab	7.5134629448622750e-08	4.4617896244732349e-09	1	1.7167278153693051e-05	4.6173580489823833e-08	1	3.5026375499620781e-06	1.0915653155782740e-08	1	false	DILUPBiCGStab	6.6796633145019743e-07	1.4500727414952029e-09	1	true	DILUPBiCGStab	4.9223482042071870e-06	4.3454423900432813e-09	1	true	GAMG	2.5950069907852552e-05	2.3525673476272621e-07	9	true
546                     	DILUPBiCGStab	7.4863521286890904e-08	4.4479055361056984e-09	1	1.6972922080877919e-05	4.6758090602708500e-08	1	3.4685959260059720e-06	1.0971560504283030e-08	1	false	DILUPBiCGStab	6.6163987551632996e-07	1.4380018530323701e-09	1	true	DILUPBiCGStab	4.8880597651380870e-06	4.2916964190345422e-09	1	true	GAMG	2.5804649446326950e-05	2.3058294025585370e-07	9	true
547                     	DILUPBiCGStab	7.4652618361876567e-08	4.4354925781358210e-09	1	1.6784212572887089e-05	4.7409441222525643e-08	1	3.4389074693131872e-06	1.1041413344692890e-08	1	false	DILUPBiCGStab	6.5537745898023415e-07	1.4260365766830060e-09	1	true	DILUPBiCGStab	4.8313208630504262e-06	4.2346229229194626e-09	1	true	GAMG	2.5827147944476120e-05	2.3233287528262071e-07	9	true
548                     	DILUPBiCGStab	7.4155785438451603e-08	4.4121148266724408e-09	1	1.6600409559990699e-05	4.8106770010353120e-08	1	3.3994264772996381e-06	1.1090484741513570e-08	1	false	DILUPBiCGStab	6.4914854630798137e-07	1.4141200651876460e-09	1	true	DILUPBiCGStab	4.7688650094088338e-06	4.1731509953103116e-09	1	true	GAMG	2.5688416159195279e-05	2.3220416934833871e-07	9	true
549                     	DILUPBiCGStab	7.3518018079990863e-08	4.3824012224334208e-09	1	1.6421282642632671e-05	4.8824189443484387e-08	1	3.3592677624607651e-06	1.1140962399327810e-08	1	false	DILUPBiCGStab	6.4297773206216421e-07	1.4023245129876391e-09	1	true	DILUPBiCGStab	4.6990470661021002e-06	4.1158384193824507e-09	1	true	GAMG	2.5682388276570349e-05	2.3292512115415239e-07	9	true
550                     	DILUPBiCGStab	7.3267117775112430e-08	4.3694202734975998e-09	1	1.6247199679983610e-05	4.9586326452759938e-08	1	3.3288496140553862e-06	1.1210579695002870e-08	1	false	DILUPBiCGStab	6.3686382065364340e-07	1.3905303805158269e-09	1	true	DILUPBiCGStab	4.6679034487699153e-06	4.0648450199110568e-09	1	true	GAMG	2.5575562942318522e-05	2.2807272289837400e-07	9	true
551                     	DILUPBiCGStab	7.3112920431746009e-08	4.3594696451604056e-09	1	1.6079742419477108e-05	5.0377155786336877e-08	1	3.3031916085920498e-06	1.1292946926320730e-08	1	false	DILUPBiCGStab	6.3082614729105200e-07	1.3788126902201590e-09	1	true	DILUPBiCGStab	4.6147576107322740e-06	4.0091860903667922e-09	1	true	GAMG	2.5671042560132290e-05	2.3012656979524440e-07	9	true
552                     	DILUPBiCGStab	7.2615682530716306e-08	4.3359379654533807e-09	1	1.5916381600737020e-05	5.1190580572277671e-08	1	3.2672973137043438e-06	1.1349703536834360e-08	1	false	DILUPBiCGStab	6.2480177235859659e-07	1.3670556245148760e-09	1	true	DILUPBiCGStab	4.5516278333713971e-06	3.9519012738021746e-09	1	true	GAMG	2.5483579925745290e-05	2.2790582827246590e-07	9	true
553                     	DILUPBiCGStab	7.2025048415546966e-08	4.3085600361616012e-09	1	1.5757734861511589e-05	5.2016121120713931e-08	1	3.2311235349612209e-06	1.1406972599282590e-08	1	false	DILUPBiCGStab	6.1885426677698018e-07	1.3554880853677509e-09	1	true	DILUPBiCGStab	4.4875890706424859e-06	3.9011570155795747e-09	1	true	GAMG	2.5557684994310818e-05	2.3009905184524881e-07	9	true
554                     	DILUPBiCGStab	7.1827897869821412e-08	4.2980349238953812e-09	1	1.5604930396989921e-05	5.2869082578189462e-08	1	3.2046069881709852e-06	1.1486637374934220e-08	1	false	DILUPBiCGStab	6.1296264482957265e-07	1.3440518428793570e-09	1	true	DILUPBiCGStab	4.4574462196719554e-06	3.8555172700203432e-09	1	true	GAMG	2.5539517806403201e-05	2.2796158254563150e-07	9	true
555                     	DILUPBiCGStab	7.1685770133169339e-08	4.2890222832725006e-09	1	1.5457828452161738e-05	5.3736486436819942e-08	1	3.1823110049259160e-06	1.1579291902497321e-08	1	false	DILUPBiCGStab	6.0713905534028795e-07	1.3327556979319280e-09	1	true	DILUPBiCGStab	4.4044397287567043e-06	3.8039257206916997e-09	1	true	GAMG	2.5599474330552819e-05	2.2897397780341810e-07	9	true
556                     	DILUPBiCGStab	7.1225011533362265e-08	4.2671217869230184e-09	1	1.5314283457408241e-05	5.4593187432115547e-08	1	3.1501385134966759e-06	1.1644648761598669e-08	1	false	DILUPBiCGStab	6.0134630999078611e-07	1.3215481992999220e-09	1	true	DILUPBiCGStab	4.3448371542037641e-06	3.7478191852104806e-09	1	true	GAMG	2.5450769278115329e-05	2.2765736886947331e-07	9	true
557                     	DILUPBiCGStab	7.0667361403590585e-08	4.2411416842892728e-09	1	1.5175432097130260e-05	5.5437818294042867e-08	1	3.1175246047084339e-06	1.1709838226912161e-08	1	false	DILUPBiCGStab	5.9561750585100303e-07	1.3104347821187580e-09	1	true	DILUPBiCGStab	4.2811898526820180e-06	3.6967576800832851e-09	1	true	GAMG	2.5559400683341609e-05	2.2790043828863759e-07	9	true
558                     	DILUPBiCGStab	7.0505881849527408e-08	4.2318235196947537e-09	1	1.5042130376539850e-05	5.6300633275644427e-08	1	3.0946607178668538e-06	1.1796381260457199e-08	1	false	DILUPBiCGStab	5.8995103817694901e-07	1.2993358978445350e-09	1	true	DILUPBiCGStab	4.2551888190412087e-06	3.6544538772917898e-09	1	true	GAMG	2.5563676734300229e-05	2.2533359394400509e-07	9	true
559                     	DILUPBiCGStab	7.0413380909494492e-08	4.2247009654649973e-09	1	1.4914399978096410e-05	5.7161642095665348e-08	1	3.0760038944458271e-06	1.1892981158468251e-08	1	false	DILUPBiCGStab	5.8435521422323779e-07	1.2883187862278630e-09	1	true	DILUPBiCGStab	4.2045157339066373e-06	3.6059402022611910e-09	1	true	GAMG	2.5659840888669130e-05	2.2913877948713441e-07	9	true
560                     	DILUPBiCGStab	6.9968041132780777e-08	4.2047622766055900e-09	1	1.4789726646958261e-05	5.7991808383572953e-08	1	3.0472944319543620e-06	1.1954993770138020e-08	1	false	DILUPBiCGStab	5.7878714026878781e-07	1.2772627671750660e-09	1	true	DILUPBiCGStab	4.1449534774372814e-06	3.5539124570656049e-09	1	true	GAMG	2.5500162886825701e-05	2.5411378752231441e-07	8	true
561                     	DILUPBiCGStab	6.9435411344526199e-08	4.1815874623139183e-09	1	1.4669791462673281e-05	5.8782629556867592e-08	1	3.0181578037978209e-06	1.2012194095719920e-08	1	false	DILUPBiCGStab	5.7329444338657233e-07	1.2663320711288139e-09	1	true	DILUPBiCGStab	4.0848233096402544e-06	3.5092633043162931e-09	1	true	GAMG	2.5642889031368521e-05	2.2653864199703100e-07	9	true
562                     	DILUPBiCGStab	6.9302987835369688e-08	4.1753664465397037e-09	1	1.4555202423152441e-05	5.9561151914902612e-08	1	2.9985834823281071e-06	1.2087188068688241e-08	1	false	DILUPBiCGStab	5.6785554841627487e-07	1.2554234095309229e-09	1	true	DILUPBiCGStab	4.0601633225813867e-06	3.4716372736245349e-09	1	true	GAMG	2.5635131414019150e-05	2.5442902327199089e-07	8	true
563                     	DILUPBiCGStab	6.9233523766393717e-08	4.1716608463775026e-09	1	1.4445398654611939e-05	6.0313798185539048e-08	1	2.9831076826888821e-06	1.2169820994628259e-08	1	false	DILUPBiCGStab	5.6248884622083494e-07	1.2446252560643161e-09	1	true	DILUPBiCGStab	4.0117436638511527e-06	3.4285058390690871e-09	1	true	GAMG	2.5728170109541231e-05	2.5659161602623572e-07	8	true
564                     	DILUPBiCGStab	6.8849201200501352e-08	4.1557916278377253e-09	1	1.4339159465144510e-05	6.1027715188533236e-08	1	2.9581884172835300e-06	1.2217446164443760e-08	1	false	DILUPBiCGStab	5.5715848672792615e-07	1.2338067103872851e-09	1	true	DILUPBiCGStab	3.9566921762366679e-06	3.3849333605426709e-09	1	true	GAMG	2.5626058569045150e-05	2.5296736741073962e-07	8	true
565                     	DILUPBiCGStab	6.8355725678953793e-08	4.1362573720496804e-09	1	1.4237120758348170e-05	6.1690739547441363e-08	1	2.9323850681729659e-06	1.2258175455190941e-08	1	false	DILUPBiCGStab	5.5190089389892549e-07	1.2231718916897709e-09	1	true	DILUPBiCGStab	3.8967200120020774e-06	3.3503219766499452e-09	1	true	GAMG	2.5759673017418551e-05	2.5438150787174423e-07	8	true
566                     	DILUPBiCGStab	6.8240482741875708e-08	4.1329137397677778e-09	1	1.4139520261040410e-05	6.2317577769376480e-08	1	2.9156185896784298e-06	1.2316763709405420e-08	1	false	DILUPBiCGStab	5.4670643987368839e-07	1.2126341318590090e-09	1	true	DILUPBiCGStab	3.8736704497673641e-06	3.3229188485078811e-09	1	true	GAMG	2.5717228468861710e-05	2.5057754260948890e-07	8	true
567                     	DILUPBiCGStab	6.8218289617554224e-08	4.1328733700506246e-09	1	1.4047090825334510e-05	6.2887761213469740e-08	1	2.9033522161895671e-06	1.2383754968257980e-08	1	false	DILUPBiCGStab	5.4158540494787711e-07	1.2022123928354060e-09	1	true	DILUPBiCGStab	3.8290901922431123e-06	3.2911482071857560e-09	1	true	GAMG	2.5870857913578819e-05	2.5449576644499358e-07	8	true
568                     	DILUPBiCGStab	6.7866728417649461e-08	4.1208823497243841e-09	1	1.3957830752925260e-05	6.3395657606458233e-08	1	2.8817024661337691e-06	1.2415420598568169e-08	1	false	DILUPBiCGStab	5.3649075383676922e-07	1.1918080239302129e-09	1	true	DILUPBiCGStab	3.7756238091390390e-06	3.2549108459350799e-09	1	true	GAMG	2.5784592096820669e-05	2.5026484291881211e-07	8	true
569                     	DILUPBiCGStab	6.7409777350412955e-08	4.1031579435190394e-09	1	1.3872356979340760e-05	6.3852624552627054e-08	1	2.8591039838259880e-06	1.2441242904093260e-08	1	false	DILUPBiCGStab	5.3147120950241153e-07	1.1815988291484121e-09	1	true	DILUPBiCGStab	3.7187458534571330e-06	3.2234955466310610e-09	1	true	GAMG	2.5902812989070440e-05	2.5038201854586918e-07	8	true
570                     	DILUPBiCGStab	6.7327216718785139e-08	4.1004179509779967e-09	1	1.3791123064844220e-05	6.4254763834198336e-08	1	2.8454209756603472e-06	1.2486594360977180e-08	1	false	DILUPBiCGStab	5.2650937414042755e-07	1.1714518942808419e-09	1	true	DILUPBiCGStab	3.6979660925238130e-06	3.1969446654926261e-09	1	true	GAMG	2.5917312633457452e-05	2.4713881646399551e-07	8	true
571                     	DILUPBiCGStab	6.7336135756309738e-08	4.1032592385222142e-09	1	1.3715057788125640e-05	6.4583111741241784e-08	1	2.8359908792723241e-06	1.2539274478040580e-08	1	false	DILUPBiCGStab	5.2162297303766609e-07	1.1614095507789029e-09	1	true	DILUPBiCGStab	3.6559276306017522e-06	3.1656975724963381e-09	1	true	GAMG	2.6078468849640450e-05	2.5063834063071538e-07	8	true
572                     	DILUPBiCGStab	6.6999079874132587e-08	4.0940843459006183e-09	1	1.3641913989272510e-05	6.4837835706119181e-08	1	2.8170661323505438e-06	1.2553662263561419e-08	1	false	DILUPBiCGStab	5.1675489552232640e-07	1.1513758963195560e-09	1	true	DILUPBiCGStab	3.6031031996086009e-06	3.1301918680400019e-09	1	true	GAMG	2.6030978443698309e-05	2.4810767788685409e-07	8	true
573                     	DILUPBiCGStab	6.6574393165929699e-08	4.0825680474600821e-09	1	1.3572687783085671e-05	6.5028635583749636e-08	1	2.7974186133624659e-06	1.2560207485533751e-08	1	false	DILUPBiCGStab	5.1196697401306345e-07	1.1414600464777501e-09	1	true	DILUPBiCGStab	3.5513486789652601e-06	3.1011038850325241e-09	1	true	GAMG	2.6188297020590070e-05	2.4997369015348438e-07	8	true
574                     	DILUPBiCGStab	6.6518185252453918e-08	4.0866287942722346e-09	1	1.3506529619731330e-05	6.5180387295111248e-08	1	2.7864716756530939e-06	1.2583972530452730e-08	1	false	DILUPBiCGStab	5.0722802451292716e-07	1.1316872884735200e-09	1	true	DILUPBiCGStab	3.5309647932987259e-06	3.0780403416944002e-09	1	true	GAMG	2.6136789519416030e-05	2.4454900133413378e-07	8	true
575                     	DILUPBiCGStab	6.6556412558245802e-08	4.0957326841308186e-09	1	1.3445654567398409e-05	6.5306619221410030e-08	1	2.7796240218500639e-06	1.2615930732709850e-08	1	false	DILUPBiCGStab	5.0256919643688618e-07	1.1221661836788401e-09	1	true	DILUPBiCGStab	3.4940472414770431e-06	3.0521281192891332e-09	1	true	GAMG	2.6366638598690029e-05	2.4835215032835559e-07	8	true
576                     	DILUPBiCGStab	6.6271531941554034e-08	4.0927460672255250e-09	1	1.3387469884301840e-05	6.5377784461510403e-08	1	2.7638076815622981e-06	1.2608939722387731e-08	1	false	DILUPBiCGStab	4.9792635037520574e-07	1.1125483868227500e-09	1	true	DILUPBiCGStab	3.4446340184943602e-06	3.0216869342278991e-09	1	true	GAMG	2.6297796617056631e-05	2.4383651785977127e-07	8	true
577                     	DILUPBiCGStab	6.5868159157343383e-08	4.0865087853224843e-09	1	1.3332864253754011e-05	6.5395339904477779e-08	1	2.7468786940408078e-06	1.2591355070258050e-08	1	false	DILUPBiCGStab	4.9335456380590446e-07	1.1029611882670610e-09	1	true	DILUPBiCGStab	3.3932097956054160e-06	2.9965138208358520e-09	1	true	GAMG	2.6490140733264881e-05	2.4712647976990329e-07	8	true
578                     	DILUPBiCGStab	6.5824111675899231e-08	4.0967362893606017e-09	1	1.3281596720106980e-05	6.5370491942122881e-08	1	2.7384228869168951e-06	1.2592178513467591e-08	1	false	DILUPBiCGStab	4.8883420430410184e-07	1.0933559608485271e-09	1	true	DILUPBiCGStab	3.3762974686194749e-06	2.9771845571549378e-09	1	true	GAMG	2.6475683253712969e-05	2.4334134435715760e-07	8	true
579                     	DILUPBiCGStab	6.5885834074256419e-08	4.1119678796091182e-09	1	1.3235407931684030e-05	6.5310106828160399e-08	1	2.7341121629116142e-06	1.2602661054084840e-08	1	false	DILUPBiCGStab	4.8438280904871464e-07	1.0838123108583330e-09	1	true	DILUPBiCGStab	3.3412670806794832e-06	2.9548076975475279e-09	1	true	GAMG	2.6717586577755950e-05	2.4701871119646011e-07	8	true
580                     	DILUPBiCGStab	6.5620351021354565e-08	4.1148920593084126e-09	1	1.3191742954237270e-05	6.5200740208568853e-08	1	2.7208729511091100e-06	1.2574335818444940e-08	1	false	DILUPBiCGStab	4.7995454678724569e-07	1.0742437893058800e-09	1	true	DILUPBiCGStab	3.2950929640977039e-06	2.9324454362840120e-09	1	true	GAMG	2.6655209185342291e-05	2.4118456985770312e-07	8	true
581                     	DILUPBiCGStab	6.5247145307881347e-08	4.1152316370216588e-09	1	1.3151282978124819e-05	6.5060453498671540e-08	1	2.7067019689225089e-06	1.2509147772196300e-08	1	false	DILUPBiCGStab	4.7559519605431952e-07	1.0648914282542109e-09	1	true	DILUPBiCGStab	3.2471128299037300e-06	2.9170980319226621e-09	1	true	GAMG	2.6865933356658289e-05	2.4624067152484979e-07	8	true
582                     	DILUPBiCGStab	6.5257566485655090e-08	4.1330908033701668e-09	1	1.3114701082996340e-05	6.4891357997214992e-08	1	2.7012956785918250e-06	1.2491867186126549e-08	1	false	DILUPBiCGStab	4.7128563669424518e-07	1.0556003730786020e-09	1	true	DILUPBiCGStab	3.2344736939365371e-06	2.9078158693519590e-09	1	true	GAMG	2.6950292048625780e-05	2.4318531386108442e-07	8	true
583                     	DILUPBiCGStab	6.5339543277577354e-08	4.1562243439855512e-09	1	1.3082520370713580e-05	6.4700207789131840e-08	1	2.6993534956736469e-06	1.2500015891526911e-08	1	false	DILUPBiCGStab	4.6704145871968591e-07	1.0464158903937149e-09	1	true	DILUPBiCGStab	3.1996397281945198e-06	2.8950226980069512e-09	1	true	GAMG	2.7164376412038860e-05	2.4353128806861822e-07	8	true
584                     	DILUPBiCGStab	6.5094016313568439e-08	4.1673714236902984e-09	1	1.3052726030009500e-05	6.4494452776773834e-08	1	2.6886525659209730e-06	1.2481927425382709e-08	1	false	DILUPBiCGStab	4.6282154963644819e-07	1.0372616590154689e-09	1	true	DILUPBiCGStab	3.1571528516283411e-06	2.8791340702198500e-09	1	true	GAMG	2.7130506671139041e-05	2.4002169802523149e-07	8	true
585                     	DILUPBiCGStab	6.4759926625533225e-08	4.1759913326529954e-09	1	1.3025699145665230e-05	6.4282088063124913e-08	1	2.6772796783611748e-06	1.2463063392601550e-08	1	false	DILUPBiCGStab	4.5866653196134648e-07	1.0283906898533500e-09	1	true	DILUPBiCGStab	3.1120997556924129e-06	2.8701995786578859e-09	1	true	GAMG	2.7318653693315679e-05	2.4430437715537409e-07	8	true
586                     	DILUPBiCGStab	6.4795530345628905e-08	4.2028289980183670e-09	1	1.3002866786894751e-05	6.4092535513785619e-08	1	2.6741540056774181e-06	1.2467790692341900e-08	1	false	DILUPBiCGStab	4.5456425465269192e-07	1.0197220812311570e-09	1	true	DILUPBiCGStab	3.1018884907830649e-06	2.8735680571126451e-09	1	true	GAMG	2.7450862538649191e-05	2.4271600112987899e-07	8	true
587                     	DILUPBiCGStab	6.4901404150333065e-08	4.2343899735747851e-09	1	1.2983853325009911e-05	6.3900844963357690e-08	1	2.6745045291021939e-06	1.2481400589410099e-08	1	false	DILUPBiCGStab	4.5051995078412399e-07	1.0113037036518700e-09	1	true	DILUPBiCGStab	3.0703177248939619e-06	2.8756283633481220e-09	1	true	GAMG	2.7602756367139830e-05	2.4046631762465860e-07	8	true
588                     	DILUPBiCGStab	6.4695008233441116e-08	4.2535710763978614e-09	1	1.2966917928004439e-05	6.3690029976166531e-08	1	2.6664481273024981e-06	1.2459123870596200e-08	1	false	DILUPBiCGStab	4.4650474768623020e-07	1.0030743578151609e-09	1	true	DILUPBiCGStab	3.0322891993006650e-06	2.8758617600008690e-09	1	true	GAMG	2.7624516601522609e-05	2.4079594335496312e-07	8	true
589                     	DILUPBiCGStab	6.4413647755945168e-08	4.2709078099818401e-09	1	1.2953655030378350e-05	6.3479132816516267e-08	1	2.6577257731111309e-06	1.2434684803414769e-08	1	false	DILUPBiCGStab	4.4255537468165798e-07	9.9518146610031222e-10	1	true	DILUPBiCGStab	2.9910440893541089e-06	2.8809877730843561e-09	1	true	GAMG	2.7869157708654421e-05	2.4258813940802851e-07	8	true
590                     	DILUPBiCGStab	6.4475442010608812e-08	4.3065514388159129e-09	1	1.2943822282678991e-05	6.3303494704123030e-08	1	2.6569591747301192e-06	1.2434436696195979e-08	1	false	DILUPBiCGStab	4.3864898564005891e-07	9.8760653187414303e-10	1	true	DILUPBiCGStab	2.9820754290688700e-06	2.8906734393546452e-09	1	true	GAMG	2.7975260974947648e-05	2.4091138744438473e-07	8	true
